0,0 
1,38629436112 
3,295836866 
5,54517744448 
8,04718956217 
10,7505568154 
13,6213710434 
16,6355323334 
19,775021196 
23,0258509299 
26,3768480008 
29,8188797975 
33,344341647 
36,9468026146 
40,6207530165 
44,3614195558 
48,164626849 
52,0266916421 
55,9443406042 
59,9146454711 
63,9349711922 
68,0029339739 
72,1163669664 
76,2732919284 
80,4718956217 
84,7105099886 
88,9875953821 
93,3017262849 
97,6515790696 
102,03592145 
106,453603339 
110,90354889 
115,384749528 
119,896257837 
124,437182152 
129,006681784 
133,603962768 
138,22827407 
142,878904199 
147,555178165 
152,256454735 
156,982123968 
161,731604975 
166,504343892 
171,29981204 
176,117504238 
180,95693728 
185,817648524 
190,699194607 
195,601150271 
200,523107269 
205,464673366 
210,425471418 
215,405138514 
220,403325188 
225,419694681 
230,453922267 
235,505694612 
240,57470919 
245,660673733 
250,763305715 
255,882331873 
261,017487763 
266,168517335 
271,335172543 
276,517212974 
281,714405499 
286,926523952 
292,153348817 
297,394666943 
302,65027127 
307,919960569 
313,203539204 
318,500816897 
323,811608515 
329,135733862 
334,473017483 
339,823288482 
345,186380345 
350,562130774 
355,950381528 
361,350978276 
366,763770447 
372,188611103 
377,625356802 
383,073867478 
388,534006323 
394,005639674 
399,488636906 
404,98287033 
410,488215093 
416,004549089 
421,531752863 
427,069709533 
432,618304702 
438,177426381 
443,746964915 
449,32681291 
454,916865163 
